2014-01-01,1.75
2014-01-02,1.72
2014-01-03,1.73
2014-01-04,1.73
2014-01-05,1.73
2014-01-06,1.7
2014-01-07,1.69
2014-01-08,1.77
2014-01-09,1.75
2014-01-10,1.64
2014-01-11,1.64
2014-01-12,1.64
2014-01-13,1.6
2014-01-14,1.65
2014-01-15,1.68
2014-01-16,1.66
2014-01-17,1.64
2014-01-18,1.64
2014-01-19,1.64
2014-01-20,1.64
2014-01-21,1.67
2014-01-22,1.72
2014-01-23,1.62
2014-01-24,1.58
2014-01-25,1.58
2014-01-26,1.58
2014-01-27,1.61
2014-01-28,1.59
2014-01-29,1.52
2014-01-30,1.55
2014-01-31,1.49
2014-02-01,1.49
2014-02-02,1.49
2014-02-03,1.44
2014-02-04,1.46
2014-02-05,1.5
2014-02-06,1.52
2014-02-07,1.47
2014-02-08,1.47
2014-02-09,1.47
2014-02-10,1.48
2014-02-11,1.54
2014-02-12,1.59
2014-02-13,1.51
2014-02-14,1.53
2014-02-15,1.53
2014-02-16,1.53
2014-02-17,1.53
2014-02-18,1.5
2014-02-19,1.53
2014-02-20,1.57
2014-02-21,1.56
2014-02-22,1.56
2014-02-23,1.56
2014-02-24,1.57
2014-02-25,1.53
2014-02-26,1.5
2014-02-27,1.49
2014-02-28,1.51
2014-03-01,1.51
2014-03-02,1.51
2014-03-03,1.46
2014-03-04,1.54
2014-03-05,1.54
2014-03-06,1.57
2014-03-07,1.65
2014-03-08,1.65
2014-03-09,1.65
2014-03-10,1.64
2014-03-11,1.62
2014-03-12,1.59
2014-03-13,1.53
2014-03-14,1.55
2014-03-15,1.55
2014-03-16,1.55
2014-03-17,1.58
2014-03-18,1.56
2014-03-19,1.75
2014-03-20,1.73
2014-03-21,1.73
2014-03-22,1.73
2014-03-23,1.73
2014-03-24,1.76
2014-03-25,1.76
2014-03-26,1.7
2014-03-27,1.7
2014-03-28,1.74
2014-03-29,1.74
2014-03-30,1.74
2014-03-31,1.73
2014-04-01,1.74
2014-04-02,1.8
2014-04-03,1.79
2014-04-04,1.71
2014-04-05,1.71
2014-04-06,1.71
2014-04-07,1.68
2014-04-08,1.67
2014-04-09,1.65
2014-04-10,1.59
2014-04-11,1.58
2014-04-12,1.58
2014-04-13,1.58
2014-04-14,1.61
2014-04-15,1.63
2014-04-16,1.67
2014-04-17,1.75
2014-04-18,1.75
2014-04-19,1.75
2014-04-20,1.75
2014-04-21,1.74
2014-04-22,1.76
2014-04-23,1.73
2014-04-24,1.74
2014-04-25,1.72
2014-04-26,1.72
2014-04-27,1.72
2014-04-28,1.73
2014-04-29,1.74
2014-04-30,1.69
2014-05-01,1.66
2014-05-02,1.67
2014-05-03,1.67
2014-05-04,1.67
2014-05-05,1.68
2014-05-06,1.68
2014-05-07,1.65
2014-05-08,1.63
2014-05-09,1.63
2014-05-10,1.63
2014-05-11,1.63
2014-05-12,1.67
2014-05-13,1.62
2014-05-14,1.57
2014-05-15,1.55
2014-05-16,1.56
2014-05-17,1.56
2014-05-18,1.56
2014-05-19,1.56
2014-05-20,1.53
2014-05-21,1.55
2014-05-22,1.57
2014-05-23,1.55
2014-05-24,1.55
2014-05-25,1.55
2014-05-26,1.55
2014-05-27,1.56
2014-05-28,1.5
2014-05-29,1.52
2014-05-30,1.54
2014-05-31,1.54
2014-06-01,1.54
2014-06-02,1.6
2014-06-03,1.65
2014-06-04,1.65
2014-06-05,1.63
2014-06-06,1.66
2014-06-07,1.66
2014-06-08,1.66
2014-06-09,1.69
2014-06-10,1.71
2014-06-11,1.7
2014-06-12,1.66
2014-06-13,1.7
2014-06-14,1.7
2014-06-15,1.7
2014-06-16,1.71
2014-06-17,1.77
2014-06-18,1.71
2014-06-19,1.71
2014-06-20,1.71
2014-06-21,1.71
2014-06-22,1.71
2014-06-23,1.72
2014-06-24,1.7
2014-06-25,1.68
2014-06-26,1.64
2014-06-27,1.64
2014-06-28,1.64
2014-06-29,1.64
2014-06-30,1.62
2014-07-01,1.66
2014-07-02,1.71
2014-07-03,1.74
2014-07-04,1.74
2014-07-05,1.74
2014-07-06,1.74
2014-07-07,1.74
2014-07-08,1.7
2014-07-09,1.68
2014-07-10,1.66
2014-07-11,1.65
2014-07-12,1.65
2014-07-13,1.65
2014-07-14,1.68
2014-07-15,1.7
2014-07-16,1.71
2014-07-17,1.65
2014-07-18,1.69
2014-07-19,1.69
2014-07-20,1.69
2014-07-21,1.7
2014-07-22,1.68
2014-07-23,1.67
2014-07-24,1.72
2014-07-25,1.69
2014-07-26,1.69
2014-07-27,1.69
2014-07-28,1.73
2014-07-29,1.7
2014-07-30,1.77
2014-07-31,1.76
2014-08-01,1.67
2014-08-02,1.67
2014-08-03,1.67
2014-08-04,1.66
2014-08-05,1.66
2014-08-06,1.66
2014-08-07,1.6
2014-08-08,1.62
2014-08-09,1.62
2014-08-10,1.62
2014-08-11,1.62
2014-08-12,1.63
2014-08-13,1.59
2014-08-14,1.58
2014-08-15,1.55
2014-08-16,1.55
2014-08-17,1.55
2014-08-18,1.58
2014-08-19,1.59
2014-08-20,1.65
2014-08-21,1.64
2014-08-22,1.68
2014-08-23,1.68
2014-08-24,1.68
2014-08-25,1.69
2014-08-26,1.68
2014-08-27,1.65
2014-08-28,1.63
2014-08-29,1.63
2014-08-30,1.63
2014-08-31,1.63
2014-09-01,1.63
2014-09-02,1.69
2014-09-03,1.69
2014-09-04,1.71
2014-09-05,1.69
2014-09-06,1.69
2014-09-07,1.69
2014-09-08,1.72
2014-09-09,1.76
2014-09-10,1.79
2014-09-11,1.79
2014-09-12,1.83
2014-09-13,1.83
2014-09-14,1.83
2014-09-15,1.8
2014-09-16,1.78
2014-09-17,1.82
2014-09-18,1.85
2014-09-19,1.83
2014-09-20,1.83
2014-09-21,1.83
2014-09-22,1.8
2014-09-23,1.78
2014-09-24,1.82
2014-09-25,1.75
2014-09-26,1.8
2014-09-27,1.8
2014-09-28,1.8
2014-09-29,1.77
2014-09-30,1.78
2014-10-01,1.69
2014-10-02,1.7
2014-10-03,1.73
2014-10-04,1.73
2014-10-05,1.73
2014-10-06,1.7
2014-10-07,1.64
2014-10-08,1.57
2014-10-09,1.58
2014-10-10,1.55
2014-10-11,1.55
2014-10-12,1.55
2014-10-13,1.55
2014-10-14,1.45
2014-10-15,1.37
2014-10-16,1.39
2014-10-17,1.44
2014-10-18,1.44
2014-10-19,1.44
2014-10-20,1.41
2014-10-21,1.44
2014-10-22,1.46
2014-10-23,1.52
2014-10-24,1.52
2014-10-25,1.52
2014-10-26,1.52
2014-10-27,1.51
2014-10-28,1.53
2014-10-29,1.61
2014-10-30,1.58
2014-10-31,1.62
2014-11-01,1.62
2014-11-02,1.62
2014-11-03,1.63
2014-11-04,1.63
2014-11-05,1.63
2014-11-06,1.67
2014-11-07,1.6
2014-11-08,1.6
2014-11-09,1.6
2014-11-10,1.65
2014-11-11,1.65
2014-11-12,1.65
2014-11-13,1.64
2014-11-14,1.62
2014-11-15,1.62
2014-11-16,1.62
2014-11-17,1.64
2014-11-18,1.63
2014-11-19,1.66
2014-11-20,1.64
2014-11-21,1.63
2014-11-22,1.63
2014-11-23,1.63
2014-11-24,1.62
2014-11-25,1.58
2014-11-26,1.56
2014-11-27,1.56
2014-11-28,1.49
2014-11-29,1.49
2014-11-30,1.49
2014-12-01,1.52
2014-12-02,1.59
2014-12-03,1.61
2014-12-04,1.59
2014-12-05,1.69
2014-12-06,1.69
2014-12-07,1.69
2014-12-08,1.67
2014-12-09,1.63
2014-12-10,1.58
2014-12-11,1.62
2014-12-12,1.53
2014-12-13,1.53
2014-12-14,1.53
2014-12-15,1.58
2014-12-16,1.53
2014-12-17,1.61
2014-12-18,1.68
2014-12-19,1.66
2014-12-20,1.66
2014-12-21,1.66
2014-12-22,1.67
2014-12-23,1.76
2014-12-24,1.76
2014-12-25,1.76
2014-12-26,1.75
2014-12-27,1.75
2014-12-28,1.75
2014-12-29,1.72
2014-12-30,1.68
2014-12-31,1.65
2015-01-01,1.65
2015-01-02,1.61
2015-01-03,1.61
2015-01-04,1.61
2015-01-05,1.57
2015-01-06,1.5
2015-01-07,1.47
2015-01-08,1.5
2015-01-09,1.45
2015-01-10,1.45
2015-01-11,1.45
2015-01-12,1.39
2015-01-13,1.37
2015-01-14,1.33
2015-01-15,1.22
2015-01-16,1.29
2015-01-17,1.29
2015-01-18,1.29
2015-01-19,1.29
2015-01-20,1.31
2015-01-21,1.35
2015-01-22,1.39
2015-01-23,1.33
2015-01-24,1.33
2015-01-25,1.33
2015-01-26,1.36
2015-01-27,1.34
2015-01-28,1.25
2015-01-29,1.28
2015-01-30,1.18
2015-01-31,1.18
2015-02-01,1.18
2015-02-02,1.19
2015-02-03,1.28
2015-02-04,1.29
2015-02-05,1.3
2015-02-06,1.48
2015-02-07,1.48
2015-02-08,1.48
2015-02-09,1.49
2015-02-10,1.52
2015-02-11,1.53
2015-02-12,1.5
2015-02-13,1.53
2015-02-14,1.53
2015-02-15,1.53
2015-02-16,1.53
2015-02-17,1.62
2015-02-18,1.52
2015-02-19,1.58
2015-02-20,1.61
2015-02-21,1.61
2015-02-22,1.61
2015-02-23,1.56
2015-02-24,1.47
2015-02-25,1.47
2015-02-26,1.54
2015-02-27,1.5
2015-02-28,1.5
2015-03-01,1.5
2015-03-02,1.57
2015-03-03,1.61
2015-03-04,1.6
2015-03-05,1.57
